!Table,!Type,!Length,!Name,!Description,!FK,!Required,File,boolean,binary,datetime,id,integer,float,links,ref,string,table,Length,Name,Description,RefDef,Required
ContactAddress,string,,addressLine1,Address 1 line of the address.,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,string,rg:None,rg:None,addressLine1,Address 1 line of the address.,rg:None,rg:[ { 'req' : 'id'} ]
ContactAddress,string,,addressLine2,Address 2 line of the address.,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,string,rg:None,rg:None,addressLine2,Address 2 line of the address.,rg:None,rg:[ { 'req' : 'id'} ]
ContactAddress,string,,city,The City of the address.,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,string,rg:None,rg:None,city,The City of the address.,rg:None,rg:[ { 'req' : 'id'} ]
ContactAddress,string,,province,The Province of the address.,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,string,rg:None,rg:None,province,The Province of the address.,rg:None,rg:[ { 'req' : 'id'} ]
ContactAddress,string,,postalCode,The postal code of the address.,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,string,rg:None,rg:None,postalCode,The postal code of the address.,rg:None,rg:[ { 'req' : 'id'} ]
Note,table,,Note,Notes entered by users.,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,table,rg:None,Note,Notes entered by users.,rg:None,rg:[ { 'req' : 'id'} ]
Note,id,,id,Primary Key,,Y,Defs,rg:None,rg:None,rg:None,id,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,id,Primary Key,rg:None,rg:[ { 'req' : 'id'} ]
Note,string,,note,The contents of the note.,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,string,rg:None,rg:None,note,The contents of the note.,rg:None,rg:[ { 'req' : 'id'} ]
Note,boolean,,isNoLongerRelevant,"A user set flag that the note is no longer relevant. Allows the note to be retained for historical reasons, but identified to the user as no longer relevant.",,,Defs,boolean,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,isNoLongerRelevant,"A user set flag that the note is no longer relevant. Allows the note to be retained for historical reasons, but identified to the user as no longer relevant.",rg:None,rg:[ { 'req' : 'id'} ]
Attachment,table,,Attachment,"Attachments uploaded by users. Attachments are stored in the file system, with rows in this table pointing to the file system location of the attachment.",,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,table,rg:None,Attachment,"Attachments uploaded by users. Attachments are stored in the file system, with rows in this table pointing to the file system location of the attachment.",rg:None,rg:[ { 'req' : 'id'} ]
Attachment,id,,id,Primary Key,,Y,Defs,rg:None,rg:None,rg:None,id,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,id,Primary Key,rg:None,rg:[ { 'req' : 'id'} ]
Attachment,string,,internalFileName,The physical location of the attachment on the file system.,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,string,rg:None,rg:None,internalFileName,The physical location of the attachment on the file system.,rg:None,rg:[ { 'req' : 'id'} ]
Attachment,string,,externalFileName,The name of the attachment as defined by the user in uploading the document.,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,string,rg:None,rg:None,externalFileName,The name of the attachment as defined by the user in uploading the document.,rg:None,rg:[ { 'req' : 'id'} ]
Attachment,string,,description,"A note about the attachment,  optionally maintained by the user.",,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,string,rg:None,rg:None,description,"A note about the attachment,  optionally maintained by the user.",rg:None,rg:[ { 'req' : 'id'} ]
History,table,,History,The history of updates made to a record. Exact format of the history TBD.,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,table,rg:None,History,The history of updates made to a record. Exact format of the history TBD.,rg:None,rg:[ { 'req' : 'id'} ]
History,id,,id,Primary Key,,Y,Defs,rg:None,rg:None,rg:None,id,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,id,Primary Key,rg:None,rg:[ { 'req' : 'id'} ]
History,string,,historyText,The text of the history entry tracked against the related entity.,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,string,rg:None,rg:None,historyText,The text of the history entry tracked against the related entity.,rg:None,rg:[ { 'req' : 'id'} ]
History,datetime,,createdDate,Date the record is created.,,,Defs,rg:None,rg:None,datetime,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,createdDate,Date the record is created.,rg:None,rg:[ { 'req' : 'id'} ]
LocalArea,table,,LocalArea,,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,table,rg:None,LocalArea,rg:None,rg:None,rg:[ { 'req' : 'id'} ]
LocalArea,id,,id,Primary Key,,Y,Defs,rg:None,rg:None,rg:None,id,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,id,Primary Key,rg:None,rg:[ { 'req' : 'id'} ]
LocalArea,string,,name,The full name of the Local Area,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,string,rg:None,rg:None,name,The full name of the Local Area,rg:None,rg:[ { 'req' : 'id'} ]
LocalArea,ref,,serviceArea,The Service Area in which the Local Area is found.,ServiceArea,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,ref,rg:None,rg:None,rg:None,serviceArea,The Service Area in which the Local Area is found.,ServiceArea,rg:[ { 'req' : 'id'} ]
FavouriteContextType,table,,FavouriteContextType,"The name for a place in the UI where per user settings can be stored - for example, the School Bus search screen, School Bus Owner search screen, etc.",,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,table,rg:None,FavouriteContextType,"The name for a place in the UI where per user settings can be stored - for example, the School Bus search screen, School Bus Owner search screen, etc.",rg:None,rg:[ { 'req' : 'id'} ]
FavouriteContextType,id,,id,Primary Key,,Y,Defs,rg:None,rg:None,rg:None,id,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,id,Primary Key,rg:None,rg:[ { 'req' : 'id'} ]
FavouriteContextType,string,,name,Context Name known by the UI.,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,string,rg:None,rg:None,name,Context Name known by the UI.,rg:None,rg:[ { 'req' : 'id'} ]
UserFavourite,table,,UserFavourite,User specific settings for a specific location in the UI. The location and saved settings are internally defined by the UI.,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,table,rg:None,UserFavourite,User specific settings for a specific location in the UI. The location and saved settings are internally defined by the UI.,rg:None,rg:[ { 'req' : 'id'} ]
UserFavourite,id,,id,Primary Key,,Y,Defs,rg:None,rg:None,rg:None,id,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,id,Primary Key,rg:None,rg:[ { 'req' : 'id'} ]
UserFavourite,string,,name,The user-defined name for the recorded settings. Allows the user to save different groups of settings and access each one easily when needed.,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,string,rg:None,rg:None,name,The user-defined name for the recorded settings. Allows the user to save different groups of settings and access each one easily when needed.,rg:None,rg:[ { 'req' : 'id'} ]
UserFavourite,string,,value,"The settings saved by the user. In general,  a UI defined chunk of json that stores the settings in place when the user created the favourite.",,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,string,rg:None,rg:None,value,"The settings saved by the user. In general,  a UI defined chunk of json that stores the settings in place when the user created the favourite.",rg:None,rg:[ { 'req' : 'id'} ]
UserFavourite,boolean,,isDefault,"True if this Favourite is the default for this Context Type. On first access to a context in a session the default favourite for the context it is invoked. If there is no default favourite,  a system-wide default is invoked. On return to the context within a session,  the last parameters used are reapplied.",,,Defs,boolean,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,isDefault,"True if this Favourite is the default for this Context Type. On first access to a context in a session the default favourite for the context it is invoked. If there is no default favourite,  a system-wide default is invoked. On return to the context within a session,  the last parameters used are reapplied.",rg:None,rg:[ { 'req' : 'id'} ]
UserFavourite,ref,,favouriteContextType,,FavouriteContextType,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,ref,rg:None,rg:None,rg:None,favouriteContextType,rg:None,FavouriteContextType,rg:[ { 'req' : 'id'} ]
Region,table,,Region,,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,table,rg:None,Region,rg:None,rg:None,rg:[ { 'req' : 'id'} ]
Region,id,,id,Primary Key,,Y,Defs,rg:None,rg:None,rg:None,id,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,id,Primary Key,rg:None,rg:[ { 'req' : 'id'} ]
Region,integer,,ministryRegionID,The Ministry ID for the Region,,,Defs,rg:None,rg:None,rg:None,rg:None,integer,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,ministryRegionID,The Ministry ID for the Region,rg:None,rg:[ { 'req' : 'id'} ]
Region,string,,name,The name of the Region,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,string,rg:None,rg:None,name,The name of the Region,rg:None,rg:[ { 'req' : 'id'} ]
Region,datetime,,startDate,The effective date of the Region - NOT CURRENTLY ENFORCED,,,Defs,rg:None,rg:None,datetime,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,startDate,The effective date of the Region - NOT CURRENTLY ENFORCED,rg:None,rg:[ { 'req' : 'id'} ]
Region,datetime,,endDate,The end date of the Region; null if active - NOT CURRENTLY ENFORCED,,,Defs,rg:None,rg:None,datetime,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,endDate,The end date of the Region; null if active - NOT CURRENTLY ENFORCED,rg:None,rg:[ { 'req' : 'id'} ]
District,table,,District,,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,table,rg:None,District,rg:None,rg:None,rg:[ { 'req' : 'id'} ]
District,id,,id,Primary Key,,Y,Defs,rg:None,rg:None,rg:None,id,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,id,Primary Key,rg:None,rg:[ { 'req' : 'id'} ]
District,integer,,ministryDistrictID,The Ministry ID for the District,,,Defs,rg:None,rg:None,rg:None,rg:None,integer,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,ministryDistrictID,The Ministry ID for the District,rg:None,rg:[ { 'req' : 'id'} ]
District,string,,name,The name of the District,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,string,rg:None,rg:None,name,The name of the District,rg:None,rg:[ { 'req' : 'id'} ]
District,ref,,region,The region in which the District is found.,Region,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,ref,rg:None,rg:None,rg:None,region,The region in which the District is found.,Region,rg:[ { 'req' : 'id'} ]
District,datetime,,startDate,The effective date of the District ID - NOT CURRENTLY ENFORCED,,,Defs,rg:None,rg:None,datetime,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,startDate,The effective date of the District ID - NOT CURRENTLY ENFORCED,rg:None,rg:[ { 'req' : 'id'} ]
District,datetime,,endDate,The end date of the District; null if active - NOT CURRENTLY ENFORCED,,,Defs,rg:None,rg:None,datetime,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,endDate,The end date of the District; null if active - NOT CURRENTLY ENFORCED,rg:None,rg:[ { 'req' : 'id'} ]
ServiceArea,table,,ServiceArea,,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,table,rg:None,ServiceArea,rg:None,rg:None,rg:[ { 'req' : 'id'} ]
ServiceArea,id,,id,Primary Key,,Y,Defs,rg:None,rg:None,rg:None,id,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,id,Primary Key,rg:None,rg:[ { 'req' : 'id'} ]
ServiceArea,integer,,ministryServiceAreaID,The Ministry ID for the Service Area,,,Defs,rg:None,rg:None,rg:None,rg:None,integer,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,ministryServiceAreaID,The Ministry ID for the Service Area,rg:None,rg:[ { 'req' : 'id'} ]
ServiceArea,string,,name,The name of the Service Area,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,string,rg:None,rg:None,name,The name of the Service Area,rg:None,rg:[ { 'req' : 'id'} ]
ServiceArea,ref,,district,The district in which the Service Area is found.,District,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,ref,rg:None,rg:None,rg:None,district,The district in which the Service Area is found.,District,rg:[ { 'req' : 'id'} ]
ServiceArea,datetime,,startDate,The effective date of the Service Area - NOT CURRENTLY ENFORCED,,,Defs,rg:None,rg:None,datetime,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,startDate,The effective date of the Service Area - NOT CURRENTLY ENFORCED,rg:None,rg:[ { 'req' : 'id'} ]
ServiceArea,datetime,,endDate,The end date of the Service Area; null if active - NOT CURRENTLY ENFORCED,,,Defs,rg:None,rg:None,datetime,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,endDate,The end date of the Service Area; null if active - NOT CURRENTLY ENFORCED,rg:None,rg:[ { 'req' : 'id'} ]
City,table,,City,A list of cities in BC. Authoritative source to be determined.,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,table,rg:None,City,A list of cities in BC. Authoritative source to be determined.,rg:None,rg:[ { 'req' : 'id'} ]
City,id,,id,Primary Key,,Y,Defs,rg:None,rg:None,rg:None,id,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,id,Primary Key,rg:None,rg:[ { 'req' : 'id'} ]
City,string,,name,The name of the City,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,string,rg:None,rg:None,name,The name of the City,rg:None,rg:[ { 'req' : 'id'} ]
User,table,,User,Information about the users of the system.,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,table,rg:None,User,Information about the users of the system.,rg:None,"rg:[ { 'req' : 'id' }, { 'req': 'active'} ]"
User,id,,id,Primary Key,,Y,Defs,rg:None,rg:None,rg:None,id,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,id,Primary Key,rg:None,"rg:[ { 'req' : 'id' }, { 'req': 'active'} ]"
User,string,,givenName,,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,string,rg:None,rg:None,givenName,rg:None,rg:None,"rg:[ { 'req' : 'id' }, { 'req': 'active'} ]"
User,string,,surname,,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,string,rg:None,rg:None,surname,rg:None,rg:None,"rg:[ { 'req' : 'id' }, { 'req': 'active'} ]"
User,string,,initials,,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,string,rg:None,rg:None,initials,rg:None,rg:None,"rg:[ { 'req' : 'id' }, { 'req': 'active'} ]"
User,string,,email,,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,string,rg:None,rg:None,email,rg:None,rg:None,"rg:[ { 'req' : 'id' }, { 'req': 'active'} ]"
User,boolean,,active,,,Y,Defs,boolean,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,active,rg:None,rg:None,"rg:[ { 'req' : 'id' }, { 'req': 'active'} ]"
User,string,,smUserId,Security Manager User ID,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,string,rg:None,rg:None,smUserId,Security Manager User ID,rg:None,"rg:[ { 'req' : 'id' }, { 'req': 'active'} ]"
User,string,,guid,,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,string,rg:None,rg:None,guid,rg:None,rg:None,"rg:[ { 'req' : 'id' }, { 'req': 'active'} ]"
User,string,,smAuthorizationDirectory,,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,string,rg:None,rg:None,smAuthorizationDirectory,rg:None,rg:None,"rg:[ { 'req' : 'id' }, { 'req': 'active'} ]"
User,links,,userRoles,,UserRole,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,links,rg:None,rg:None,rg:None,rg:None,userRoles,rg:None,UserRole,"rg:[ { 'req' : 'id' }, { 'req': 'active'} ]"
User,links,,groupMemberships,,GroupMembership,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,links,rg:None,rg:None,rg:None,rg:None,groupMemberships,rg:None,GroupMembership,"rg:[ { 'req' : 'id' }, { 'req': 'active'} ]"
UserRole,table,,UserRole,,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,table,rg:None,UserRole,rg:None,rg:None,"rg:[ { 'req' : 'id' }, { 'req': 'effectiveDate'} ]"
UserRole,id,,id,Primary Key,,Y,Defs,rg:None,rg:None,rg:None,id,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,id,Primary Key,rg:None,"rg:[ { 'req' : 'id' }, { 'req': 'effectiveDate'} ]"
UserRole,datetime,,effectiveDate,,,Y,Defs,rg:None,rg:None,datetime,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,effectiveDate,rg:None,rg:None,"rg:[ { 'req' : 'id' }, { 'req': 'effectiveDate'} ]"
UserRole,datetime,,expiryDate,,,,Defs,rg:None,rg:None,datetime,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,expiryDate,rg:None,rg:None,"rg:[ { 'req' : 'id' }, { 'req': 'effectiveDate'} ]"
UserRole,ref,,user,,User,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,ref,rg:None,rg:None,rg:None,user,rg:None,User,"rg:[ { 'req' : 'id' }, { 'req': 'effectiveDate'} ]"
UserRole,ref,,role,,Role,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,ref,rg:None,rg:None,rg:None,role,rg:None,Role,"rg:[ { 'req' : 'id' }, { 'req': 'effectiveDate'} ]"
Role,table,,Role,,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,table,rg:None,Role,rg:None,rg:None,"rg:[ { 'req' : 'id' }, { 'req': 'name' }, { 'req': 'description'} ]"
Role,id,,id,Primary Key,,Y,Defs,rg:None,rg:None,rg:None,id,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,id,Primary Key,rg:None,"rg:[ { 'req' : 'id' }, { 'req': 'name' }, { 'req': 'description'} ]"
Role,string,,name,,,Y,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,string,rg:None,rg:None,name,rg:None,rg:None,"rg:[ { 'req' : 'id' }, { 'req': 'name' }, { 'req': 'description'} ]"
Role,string,,description,,,Y,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,string,rg:None,rg:None,description,rg:None,rg:None,"rg:[ { 'req' : 'id' }, { 'req': 'name' }, { 'req': 'description'} ]"
Role,links,,rolePermissions,,RolePermission,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,links,rg:None,rg:None,rg:None,rg:None,rolePermissions,rg:None,RolePermission,"rg:[ { 'req' : 'id' }, { 'req': 'name' }, { 'req': 'description'} ]"
Role,links,,userRoles,,UserRole,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,links,rg:None,rg:None,rg:None,rg:None,userRoles,rg:None,UserRole,"rg:[ { 'req' : 'id' }, { 'req': 'name' }, { 'req': 'description'} ]"
RolePermission,table,,RolePermission,,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,table,rg:None,RolePermission,rg:None,rg:None,rg:[ { 'req' : 'id'} ]
RolePermission,id,,id,Primary Key,,Y,Defs,rg:None,rg:None,rg:None,id,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,id,Primary Key,rg:None,rg:[ { 'req' : 'id'} ]
RolePermission,ref,,role,,Role,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,ref,rg:None,rg:None,rg:None,role,rg:None,Role,rg:[ { 'req' : 'id'} ]
RolePermission,ref,,permission,,Permission,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,ref,rg:None,rg:None,rg:None,permission,rg:None,Permission,rg:[ { 'req' : 'id'} ]
Permission,table,,Permission,,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,table,rg:None,Permission,rg:None,rg:None,"rg:[ { 'req' : 'id' }, { 'req': 'code' }, { 'req': 'name' }, { 'req': 'description'} ]"
Permission,id,,id,Primary Key,,Y,Defs,rg:None,rg:None,rg:None,id,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,id,Primary Key,rg:None,"rg:[ { 'req' : 'id' }, { 'req': 'code' }, { 'req': 'name' }, { 'req': 'description'} ]"
Permission,string,,code,,,Y,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,string,rg:None,rg:None,code,rg:None,rg:None,"rg:[ { 'req' : 'id' }, { 'req': 'code' }, { 'req': 'name' }, { 'req': 'description'} ]"
Permission,string,,name,,,Y,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,string,rg:None,rg:None,name,rg:None,rg:None,"rg:[ { 'req' : 'id' }, { 'req': 'code' }, { 'req': 'name' }, { 'req': 'description'} ]"
Permission,string,,description,,,Y,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,string,rg:None,rg:None,description,rg:None,rg:None,"rg:[ { 'req' : 'id' }, { 'req': 'code' }, { 'req': 'name' }, { 'req': 'description'} ]"
GroupMembership,table,,GroupMembership,,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,table,rg:None,GroupMembership,rg:None,rg:None,"rg:[ { 'req' : 'id' }, { 'req': 'active'} ]"
GroupMembership,id,,id,Primary Key,,Y,Defs,rg:None,rg:None,rg:None,id,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,id,Primary Key,rg:None,"rg:[ { 'req' : 'id' }, { 'req': 'active'} ]"
GroupMembership,boolean,,active,,,Y,Defs,boolean,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,active,rg:None,rg:None,"rg:[ { 'req' : 'id' }, { 'req': 'active'} ]"
GroupMembership,ref,,group,,Group,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,ref,rg:None,rg:None,rg:None,group,rg:None,Group,"rg:[ { 'req' : 'id' }, { 'req': 'active'} ]"
GroupMembership,ref,,user,,User,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,ref,rg:None,rg:None,rg:None,user,rg:None,User,"rg:[ { 'req' : 'id' }, { 'req': 'active'} ]"
Group,table,,Group,,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,table,rg:None,Group,rg:None,rg:None,"rg:[ { 'req' : 'id' }, { 'req': 'name' }, { 'req': 'description'} ]"
Group,id,,id,Primary Key,,Y,Defs,rg:None,rg:None,rg:None,id,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,id,Primary Key,rg:None,"rg:[ { 'req' : 'id' }, { 'req': 'name' }, { 'req': 'description'} ]"
Group,string,,name,,,Y,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,string,rg:None,rg:None,name,rg:None,rg:None,"rg:[ { 'req' : 'id' }, { 'req': 'name' }, { 'req': 'description'} ]"
Group,string,,description,,,Y,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,string,rg:None,rg:None,description,rg:None,rg:None,"rg:[ { 'req' : 'id' }, { 'req': 'name' }, { 'req': 'description'} ]"
